feature_path,transcript
../features\1302.npy,you
../features\1303.npy,you
../features\1304.npy,you
../features\1305.npy,you
../features\1306.npy,you
../features\1307.npy,please
../features\1308.npy,please
../features\1309.npy,please
../features\1310.npy,please
../features\1311.npy,please
../features\1312.npy,please
../features\1313.npy,please
../features\1314.npy,good
../features\1315.npy,good
../features\1316.npy,good
../features\1317.npy,good
../features\1318.npy,good
../features\1319.npy,good
../features\1320.npy,good
../features\1321.npy,morning
../features\1322.npy,morning
../features\1323.npy,morning
../features\1324.npy,morning
../features\1325.npy,morning
../features\1326.npy,morning
../features\1327.npy,morning
../features\1328.npy,yes
../features\1329.npy,yes
../features\1330.npy,yes
../features\1331.npy,yes
../features\1332.npy,yes
../features\1333.npy,yes
../features\1334.npy,yes
../features\1335.npy,no
../features\1336.npy,no
../features\1337.npy,no
../features\1338.npy,no
../features\1339.npy,no
../features\1340.npy,no
../features\1341.npy,no
../features\1342.npy,hello
../features\1343.npy,hello
../features\1344.npy,hello
../features\1345.npy,hello
../features\1346.npy,hello
../features\1347.npy,hello
../features\1348.npy,hello
../features\1349.npy,thank
../features\1350.npy,thank
../features\1351.npy,thank
../features\1352.npy,thank
../features\1353.npy,thank
../features\1354.npy,thank
../features\1355.npy,thank
../features\1356.npy,you
../features\1357.npy,you
../features\1358.npy,you
../features\1359.npy,you
../features\1360.npy,you
../features\1361.npy,you
../features\1362.npy,you
../features\1363.npy,please
../features\1364.npy,please
../features\1365.npy,please
../features\1366.npy,please
../features\1367.npy,please
../features\1368.npy,please
../features\1369.npy,please
../features\1370.npy,good
../features\1371.npy,good
../features\1372.npy,good
../features\1373.npy,good
../features\1374.npy,good
../features\1375.npy,good
../features\1376.npy,good
../features\1377.npy,morning
../features\1378.npy,morning
../features\1379.npy,morning
../features\1380.npy,morning
../features\1381.npy,morning
../features\1382.npy,morning
../features\1383.npy,morning
../features\1384.npy,yes
../features\1385.npy,yes
../features\1386.npy,yes
../features\1387.npy,yes
../features\1388.npy,yes
../features\1389.npy,yes
../features\1390.npy,yes
../features\1391.npy,no
../features\1392.npy,no
../features\1393.npy,no
../features\1394.npy,no
../features\1395.npy,no
../features\1396.npy,no
../features\1397.npy,no
../features\1398.npy,hello
../features\1399.npy,hello
../features\1400.npy,hello
../features\1401.npy,hello
../features\1402.npy,hello
../features\1403.npy,hello
../features\1404.npy,hello
../features\1405.npy,thank
../features\1406.npy,thank
../features\1407.npy,thank
../features\1408.npy,thank
../features\1409.npy,thank
../features\1410.npy,thank
../features\1411.npy,thank
../features\1412.npy,you
../features\1413.npy,you
../features\1414.npy,you
../features\1415.npy,you
../features\1416.npy,you
../features\1417.npy,you
../features\1418.npy,you
../features\1419.npy,please
../features\1420.npy,please
../features\1421.npy,please
../features\1422.npy,please
../features\1423.npy,please
../features\1424.npy,please
../features\1425.npy,please
../features\1426.npy,good
../features\1427.npy,good
../features\1428.npy,good
../features\1429.npy,good
../features\1430.npy,good
../features\1431.npy,good
../features\1432.npy,good
../features\1433.npy,morning
../features\1434.npy,morning
../features\1435.npy,morning
../features\1436.npy,morning
../features\1437.npy,morning
../features\1438.npy,morning
../features\1439.npy,morning
../features\1440.npy,yes
../features\1441.npy,yes
../features\1442.npy,yes
../features\1443.npy,yes
../features\1444.npy,yes
../features\1445.npy,yes
../features\1446.npy,yes
../features\1447.npy,no
../features\1448.npy,no
../features\1449.npy,no
../features\1450.npy,no
../features\1451.npy,no
../features\1452.npy,no
../features\1453.npy,no
../features\1454.npy,hello
../features\1455.npy,hello
../features\1456.npy,hello
../features\1457.npy,hello
../features\1458.npy,hello
../features\1459.npy,hello
../features\1460.npy,hello
../features\1461.npy,thank
../features\1462.npy,thank
../features\1463.npy,thank
../features\1464.npy,thank
../features\1465.npy,thank
../features\1466.npy,thank
../features\1467.npy,thank
../features\1468.npy,you
../features\1469.npy,you
../features\1470.npy,you
../features\1471.npy,you
../features\1472.npy,you
../features\1473.npy,you
../features\1474.npy,you
../features\1475.npy,please
../features\1476.npy,please
../features\1477.npy,please
../features\1478.npy,please
../features\1479.npy,please
../features\1480.npy,please
../features\1481.npy,please
../features\1482.npy,good
../features\1483.npy,good
../features\1484.npy,good
../features\1485.npy,good
../features\1486.npy,good
../features\1487.npy,good
../features\1488.npy,good
../features\1489.npy,morning
../features\1490.npy,morning
../features\1491.npy,morning
../features\1492.npy,morning
../features\1493.npy,morning
../features\1494.npy,morning
../features\1495.npy,morning
../features\1496.npy,yes
../features\1497.npy,yes
../features\1498.npy,yes
../features\1499.npy,yes
../features\1500.npy,yes
../features\1501.npy,yes
../features\1502.npy,yes
../features\1503.npy,no
../features\1504.npy,no
../features\1505.npy,no
../features\1506.npy,no
../features\1507.npy,no
../features\1508.npy,no
../features\1509.npy,no
../features\1510.npy,hello
../features\1511.npy,hello
../features\1512.npy,hello
../features\1513.npy,hello
../features\1514.npy,hello
../features\1515.npy,hello
../features\1516.npy,hello
../features\1517.npy,thank
../features\1518.npy,thank
../features\1519.npy,thank
../features\1520.npy,thank
../features\1521.npy,thank
../features\1522.npy,thank
../features\1523.npy,thank
../features\1524.npy,you
../features\1525.npy,you
../features\1526.npy,you
../features\1527.npy,you
../features\1528.npy,you
../features\1529.npy,you
../features\1530.npy,you
../features\1531.npy,please
../features\1532.npy,please
../features\1533.npy,please
../features\1534.npy,please
../features\1535.npy,please
../features\1536.npy,please
../features\1537.npy,please
../features\1538.npy,good
../features\1539.npy,good
../features\1540.npy,good
../features\1541.npy,good
../features\1542.npy,good
../features\1543.npy,good
../features\1544.npy,good
../features\1545.npy,morning
../features\1546.npy,morning
../features\1547.npy,morning
../features\1548.npy,morning
../features\1549.npy,morning
../features\1550.npy,morning
../features\1551.npy,morning
../features\1552.npy,yes
../features\1553.npy,yes
../features\1554.npy,yes
../features\1555.npy,yes
../features\1556.npy,yes
../features\1557.npy,yes
../features\1558.npy,yes
../features\1559.npy,no
../features\1560.npy,no
../features\1561.npy,no
../features\1562.npy,no
../features\1563.npy,no
../features\1564.npy,no
../features\1565.npy,no
../features\1566.npy,hello
../features\1567.npy,hello
../features\1568.npy,hello
../features\1569.npy,hello
../features\1570.npy,hello
../features\1571.npy,hello
../features\1572.npy,hello
../features\1573.npy,thank
../features\1574.npy,thank
../features\1575.npy,thank
../features\1576.npy,thank
../features\1577.npy,thank
../features\1578.npy,thank
../features\1579.npy,thank
../features\1580.npy,you
../features\1581.npy,you
../features\1582.npy,you
../features\1583.npy,you
../features\1584.npy,you
../features\1585.npy,you
../features\1586.npy,you
../features\1587.npy,please
../features\1588.npy,please
../features\1589.npy,please
../features\1590.npy,please
../features\1591.npy,please
../features\1592.npy,please
../features\1593.npy,please
../features\1594.npy,good
../features\1595.npy,good
../features\1596.npy,good
../features\1597.npy,good
../features\1598.npy,good
../features\1599.npy,good
../features\1600.npy,good
../features\1601.npy,morning
../features\1602.npy,morning
../features\1603.npy,morning
../features\1604.npy,morning
../features\1605.npy,morning
../features\1606.npy,morning
../features\1607.npy,morning
../features\1608.npy,yes
../features\1609.npy,yes
../features\1610.npy,yes
../features\1611.npy,yes
../features\1612.npy,yes
../features\1613.npy,yes
../features\1614.npy,yes
../features\1615.npy,no
../features\1616.npy,no
../features\1617.npy,no
../features\1618.npy,no
../features\1619.npy,no
../features\1620.npy,no
../features\1621.npy,no
../features\1622.npy,hello
../features\1623.npy,hello
../features\1624.npy,hello
../features\1625.npy,hello
../features\1626.npy,hello
../features\1627.npy,hello
../features\1628.npy,hello
../features\1629.npy,thank
../features\1630.npy,thank
../features\1631.npy,thank
../features\1632.npy,thank
../features\1633.npy,thank
../features\1634.npy,thank
../features\1635.npy,thank
../features\1636.npy,you
../features\1637.npy,you
../features\1638.npy,you
../features\1639.npy,you
../features\1640.npy,you
../features\1641.npy,you
../features\1642.npy,you
../features\1643.npy,please
../features\1644.npy,please
../features\1645.npy,please
../features\1646.npy,please
../features\1647.npy,please
../features\1648.npy,please
../features\1649.npy,please
../features\1650.npy,good
../features\1651.npy,good
../features\1652.npy,good
../features\1653.npy,good
../features\1654.npy,good
../features\1655.npy,good
../features\1656.npy,good
../features\1657.npy,morning
../features\1658.npy,morning
../features\1659.npy,morning
../features\1660.npy,morning
../features\1661.npy,morning
../features\1662.npy,morning
../features\1663.npy,morning
../features\1664.npy,yes
../features\1665.npy,yes
../features\1666.npy,yes
../features\1667.npy,yes
../features\1668.npy,yes
../features\1669.npy,yes
../features\1670.npy,no
../features\1671.npy,no
../features\1672.npy,no
../features\1673.npy,no
../features\1674.npy,no
../features\1675.npy,no
../features\1676.npy,hello
../features\1677.npy,hello
../features\1678.npy,hello
../features\1679.npy,hello
../features\1680.npy,hello
../features\1681.npy,hello
../features\1682.npy,thank
../features\1683.npy,thank
../features\1684.npy,thank
../features\1685.npy,thank
../features\1686.npy,thank
../features\1687.npy,thank
../features\1688.npy,you
../features\1689.npy,you
../features\1690.npy,you
../features\1691.npy,you
../features\1692.npy,you
../features\1693.npy,you
../features\1694.npy,please
../features\1695.npy,please
../features\1696.npy,please
../features\1697.npy,please
../features\1698.npy,please
../features\1699.npy,please
../features\1700.npy,good
../features\1701.npy,good
../features\1702.npy,good
../features\1703.npy,good
../features\1704.npy,good
../features\1705.npy,good
../features\1706.npy,morning
../features\1707.npy,morning
../features\1708.npy,morning
../features\1709.npy,morning
../features\1710.npy,morning
../features\1711.npy,morning
../features\1712.npy,yes
../features\1713.npy,yes
../features\1714.npy,yes
../features\1715.npy,yes
../features\1716.npy,yes
../features\1717.npy,yes
../features\1718.npy,no
../features\1719.npy,no
../features\1720.npy,no
../features\1721.npy,no
../features\1722.npy,no
../features\1723.npy,no
../features\1724.npy,hello
../features\1725.npy,hello
../features\1726.npy,hello
../features\1727.npy,hello
../features\1728.npy,hello
../features\1729.npy,hello
../features\1730.npy,thank
../features\1731.npy,thank
../features\1732.npy,thank
../features\1733.npy,thank
../features\1734.npy,thank
../features\1735.npy,thank
../features\1736.npy,you
../features\1737.npy,you
../features\1738.npy,you
../features\1739.npy,you
../features\1740.npy,you
../features\1741.npy,you
../features\1742.npy,please
../features\1743.npy,please
../features\1744.npy,please
../features\1745.npy,please
../features\1746.npy,please
../features\1747.npy,please
../features\1748.npy,good
../features\1749.npy,good
../features\1750.npy,good
../features\1751.npy,good
../features\1752.npy,good
../features\1753.npy,good
../features\1754.npy,morning
../features\1755.npy,morning
../features\1756.npy,morning
../features\1757.npy,morning
../features\1758.npy,morning
../features\1759.npy,morning
../features\1760.npy,yes
../features\1761.npy,yes
../features\1762.npy,yes
../features\1763.npy,yes
../features\1764.npy,yes
../features\1765.npy,yes
../features\1766.npy,no
../features\1767.npy,no
../features\1768.npy,no
../features\1769.npy,no
../features\1770.npy,no
../features\1771.npy,no
../features\1772.npy,hello
../features\1773.npy,hello
../features\1774.npy,hello
../features\1775.npy,hello
../features\1776.npy,hello
../features\1777.npy,hello
../features\1778.npy,thank
../features\1779.npy,thank
../features\1780.npy,thank
../features\1781.npy,thank
../features\1782.npy,thank
../features\1783.npy,thank
../features\1784.npy,you
../features\1785.npy,you
../features\1786.npy,you
../features\1787.npy,you
../features\1788.npy,you
../features\1789.npy,you
../features\1790.npy,please
../features\1791.npy,please
../features\1792.npy,please
../features\1793.npy,please
../features\1794.npy,please
../features\1795.npy,please
../features\1796.npy,good
../features\1797.npy,good
../features\1798.npy,good
../features\1799.npy,good
../features\1800.npy,good
../features\1801.npy,good
../features\1802.npy,morning
../features\1803.npy,morning
../features\1804.npy,morning
../features\1805.npy,morning
../features\1806.npy,morning
../features\1807.npy,morning
../features\1808.npy,yes
../features\1809.npy,yes
../features\1810.npy,yes
../features\1811.npy,yes
../features\1812.npy,yes
../features\1813.npy,yes
../features\1814.npy,no
../features\1815.npy,no
../features\1816.npy,no
../features\1817.npy,no
../features\1818.npy,no
../features\1819.npy,no
../features\1820.npy,hello
../features\1821.npy,hello
../features\1822.npy,hello
../features\1823.npy,hello
../features\1824.npy,hello
../features\1825.npy,hello
../features\1826.npy,thank
../features\1827.npy,thank
../features\1828.npy,thank
../features\1829.npy,thank
../features\1830.npy,thank
../features\1831.npy,thank
../features\1832.npy,you
../features\1833.npy,you
../features\1834.npy,you
../features\1835.npy,you
../features\1836.npy,you
../features\1837.npy,you
../features\1838.npy,please
../features\1839.npy,please
../features\1840.npy,please
../features\1841.npy,please
../features\1842.npy,please
../features\1843.npy,please
../features\1844.npy,good
../features\1845.npy,good
../features\1846.npy,good
../features\1847.npy,good
../features\1848.npy,good
../features\1849.npy,good
../features\1850.npy,morning
../features\1851.npy,morning
../features\1852.npy,morning
../features\1853.npy,morning
../features\1854.npy,morning
../features\1855.npy,morning
../features\1856.npy,yes
../features\1857.npy,yes
../features\1858.npy,yes
../features\1859.npy,yes
../features\1860.npy,yes
../features\1861.npy,yes
../features\1862.npy,no
../features\1863.npy,no
../features\1864.npy,no
../features\1865.npy,no
../features\1866.npy,no
../features\1867.npy,no
../features\1868.npy,hello
../features\1869.npy,hello
../features\1870.npy,hello
../features\1871.npy,hello
../features\1872.npy,hello
../features\1873.npy,hello
../features\1874.npy,thank
../features\1875.npy,thank
../features\1876.npy,thank
../features\1877.npy,thank
../features\1878.npy,thank
../features\1879.npy,thank
../features\1880.npy,you
../features\1881.npy,you
../features\1882.npy,you
../features\1883.npy,you
../features\1884.npy,you
../features\1885.npy,you
../features\1886.npy,please
../features\1887.npy,please
../features\1888.npy,please
../features\1889.npy,please
../features\1890.npy,please
../features\1891.npy,please
../features\1892.npy,good
../features\1893.npy,good
../features\1894.npy,good
../features\1895.npy,good
../features\1896.npy,good
../features\1897.npy,good
../features\1898.npy,morning
../features\1899.npy,morning
../features\1900.npy,morning
../features\1901.npy,morning
../features\1902.npy,morning
../features\1903.npy,morning
../features\1904.npy,yes
../features\1905.npy,yes
../features\1906.npy,yes
../features\1907.npy,yes
../features\1908.npy,yes
../features\1909.npy,yes
../features\1910.npy,no
../features\1911.npy,no
../features\1912.npy,no
../features\1913.npy,no
../features\1914.npy,no
../features\1915.npy,no
../features\1916.npy,hello
../features\1917.npy,hello
../features\1918.npy,hello
../features\1919.npy,hello
../features\1920.npy,hello
../features\1921.npy,hello
../features\1922.npy,thank
../features\1923.npy,thank
../features\1924.npy,thank
../features\1925.npy,thank
../features\1926.npy,thank
../features\1927.npy,thank
../features\1928.npy,you
../features\1929.npy,you
../features\1930.npy,you
../features\1931.npy,you
../features\1932.npy,you
../features\1933.npy,you
../features\1934.npy,please
../features\1935.npy,please
../features\1936.npy,please
../features\1937.npy,please
../features\1938.npy,please
../features\1939.npy,please
../features\1940.npy,good
../features\1941.npy,good
../features\1942.npy,good
../features\1943.npy,good
../features\1944.npy,good
../features\1945.npy,good
../features\1946.npy,morning
../features\1947.npy,morning
../features\1948.npy,morning
../features\1949.npy,morning
../features\1950.npy,morning
../features\1951.npy,morning
../features\1952.npy,yes
../features\1953.npy,yes
../features\1954.npy,yes
../features\1955.npy,yes
../features\1956.npy,yes
../features\1957.npy,yes
../features\1958.npy,yes
../features\1959.npy,no
../features\1960.npy,no
../features\1961.npy,no
../features\1962.npy,no
../features\1963.npy,no
../features\1964.npy,no
../features\1965.npy,no
../features\1966.npy,hello
../features\1967.npy,hello
../features\1968.npy,hello
../features\1969.npy,hello
../features\1970.npy,hello
../features\1971.npy,hello
../features\1972.npy,hello
../features\1973.npy,thank
../features\1974.npy,thank
../features\1975.npy,thank
../features\1976.npy,thank
../features\1977.npy,thank
../features\1978.npy,thank
../features\1979.npy,thank
../features\1980.npy,you
../features\1981.npy,you
../features\1982.npy,you
../features\1983.npy,you
../features\1984.npy,you
../features\1985.npy,you
../features\1986.npy,you
../features\1987.npy,please
../features\1988.npy,please
../features\1989.npy,please
../features\1990.npy,please
../features\1991.npy,please
../features\1992.npy,please
../features\1993.npy,please
../features\1994.npy,good
../features\1995.npy,good
../features\1996.npy,good
../features\1997.npy,good
../features\1998.npy,good
../features\1999.npy,good
../features\2000.npy,good
../features\2001.npy,morning
../features\2002.npy,morning
../features\2003.npy,morning
../features\2004.npy,morning
../features\2005.npy,morning
../features\2006.npy,morning
../features\2007.npy,morning
../features\2008.npy,yes
../features\2009.npy,yes
../features\2010.npy,yes
../features\2011.npy,yes
../features\2012.npy,yes
../features\2013.npy,yes
../features\2014.npy,yes
../features\2015.npy,no
../features\2016.npy,no
../features\2017.npy,no
../features\2018.npy,no
../features\2019.npy,no
../features\2020.npy,no
../features\2021.npy,no
../features\2022.npy,hello
../features\2023.npy,hello
../features\2024.npy,hello
../features\2025.npy,hello
../features\2026.npy,hello
../features\2027.npy,hello
../features\2028.npy,hello
../features\2029.npy,thank
../features\2030.npy,thank
../features\2031.npy,thank
../features\2032.npy,thank
../features\2033.npy,thank
../features\2034.npy,thank
../features\2035.npy,thank
../features\2036.npy,you
../features\2037.npy,you
../features\2038.npy,you
../features\2039.npy,you
../features\2040.npy,you
../features\2041.npy,you
../features\2042.npy,you
../features\2043.npy,please
../features\2044.npy,please
../features\2045.npy,please
../features\2046.npy,please
../features\2047.npy,please
../features\2048.npy,please
../features\2049.npy,please
../features\2050.npy,good
../features\2051.npy,good
../features\2052.npy,good
../features\2053.npy,good
../features\2054.npy,good
../features\2055.npy,good
../features\2056.npy,good
../features\2057.npy,morning
../features\2058.npy,morning
../features\2059.npy,morning
../features\2060.npy,morning
../features\2061.npy,morning
../features\2062.npy,morning
../features\2063.npy,morning
../features\2064.npy,yes
../features\2065.npy,yes
../features\2066.npy,yes
../features\2067.npy,yes
../features\2068.npy,yes
../features\2069.npy,yes
../features\2070.npy,yes
../features\2071.npy,no
../features\2072.npy,no
../features\2073.npy,no
../features\2074.npy,no
../features\2075.npy,no
../features\2076.npy,no
../features\2077.npy,no
../features\2078.npy,hello
../features\2079.npy,hello
../features\2080.npy,hello
../features\2081.npy,hello
../features\2082.npy,hello
../features\2083.npy,hello
../features\2084.npy,hello
../features\2085.npy,thank
../features\2086.npy,thank
../features\2087.npy,thank
../features\2088.npy,thank
../features\2089.npy,thank
../features\2090.npy,thank
../features\2091.npy,thank
../features\2092.npy,you
../features\2093.npy,you
../features\2094.npy,you
../features\2095.npy,you
../features\2096.npy,you
../features\2097.npy,you
../features\2098.npy,you
../features\2099.npy,please
../features\2100.npy,please
../features\2101.npy,please
../features\2102.npy,please
../features\2103.npy,please
../features\2104.npy,please
../features\2105.npy,please
../features\2106.npy,good
../features\2107.npy,good
../features\2108.npy,good
../features\2109.npy,good
../features\2110.npy,good
../features\2111.npy,good
../features\2112.npy,good
../features\2113.npy,morning
../features\2114.npy,morning
../features\2115.npy,morning
../features\2116.npy,morning
../features\2117.npy,morning
../features\2118.npy,morning
../features\2119.npy,morning
../features\2120.npy,yes
../features\2121.npy,yes
../features\2122.npy,yes
../features\2123.npy,yes
../features\2124.npy,yes
../features\2125.npy,yes
../features\2126.npy,no
../features\2127.npy,no
../features\2128.npy,no
../features\2129.npy,no
../features\2130.npy,no
../features\2131.npy,no
../features\2132.npy,hello
../features\2133.npy,hello
../features\2134.npy,hello
../features\2135.npy,hello
../features\2136.npy,hello
../features\2137.npy,hello
../features\2138.npy,thank
../features\2139.npy,thank
../features\2140.npy,thank
../features\2141.npy,thank
../features\2142.npy,thank
../features\2143.npy,thank
../features\2144.npy,you
../features\2145.npy,you
../features\2146.npy,you
../features\2147.npy,you
../features\2148.npy,you
../features\2149.npy,you
../features\2150.npy,please
../features\2151.npy,please
../features\2152.npy,please
../features\2153.npy,please
../features\2154.npy,please
../features\2155.npy,please
../features\2156.npy,good
../features\2157.npy,good
../features\2158.npy,good
../features\2159.npy,good
../features\2160.npy,good
../features\2161.npy,good
../features\2162.npy,morning
../features\2163.npy,morning
../features\2164.npy,morning
../features\2165.npy,morning
../features\2166.npy,morning
../features\2167.npy,morning
../features\2168.npy,yes
../features\2169.npy,yes
../features\2170.npy,yes
../features\2171.npy,yes
../features\2172.npy,yes
../features\2173.npy,yes
../features\2174.npy,no
../features\2175.npy,no
../features\2176.npy,no
../features\2177.npy,no
../features\2178.npy,no
../features\2179.npy,no
../features\2180.npy,hello
../features\2181.npy,hello
../features\2182.npy,hello
../features\2183.npy,hello
../features\2184.npy,hello
../features\2185.npy,hello
../features\2186.npy,thank
../features\2187.npy,thank
../features\2188.npy,thank
../features\2189.npy,thank
../features\2190.npy,thank
../features\2191.npy,thank
../features\2192.npy,you
../features\2193.npy,you
../features\2194.npy,you
../features\2195.npy,you
../features\2196.npy,you
../features\2197.npy,you
../features\2198.npy,please
../features\2199.npy,please
../features\2200.npy,please
../features\2201.npy,please
../features\2202.npy,please
../features\2203.npy,please
../features\2204.npy,good
../features\2205.npy,good
../features\2206.npy,good
../features\2207.npy,good
../features\2208.npy,good
../features\2209.npy,good
../features\2210.npy,morning
../features\2211.npy,morning
../features\2212.npy,morning
../features\2213.npy,morning
../features\2214.npy,morning
../features\2215.npy,morning
../features\2216.npy,yes
../features\2217.npy,yes
../features\2218.npy,yes
../features\2219.npy,yes
../features\2220.npy,yes
../features\2221.npy,yes
../features\2222.npy,no
../features\2223.npy,no
../features\2224.npy,no
../features\2225.npy,no
../features\2226.npy,no
../features\2227.npy,no
../features\2228.npy,hello
../features\2229.npy,hello
../features\2230.npy,hello
../features\2231.npy,hello
../features\2232.npy,hello
../features\2233.npy,hello
../features\2234.npy,thank
../features\2235.npy,thank
../features\2236.npy,thank
../features\2237.npy,thank
../features\2238.npy,thank
../features\2239.npy,thank
../features\2240.npy,you
../features\2241.npy,you
../features\2242.npy,you
../features\2243.npy,you
../features\2244.npy,you
../features\2245.npy,you
../features\2246.npy,please
../features\2247.npy,please
../features\2248.npy,please
../features\2249.npy,please
../features\2250.npy,please
../features\2251.npy,please
../features\2252.npy,good
../features\2253.npy,good
../features\2254.npy,good
../features\2255.npy,good
../features\2256.npy,good
../features\2257.npy,good
../features\2258.npy,morning
../features\2259.npy,morning
../features\2260.npy,morning
../features\2261.npy,morning
../features\2262.npy,morning
../features\2263.npy,morning
../features\2264.npy,yes
../features\2265.npy,yes
../features\2266.npy,yes
../features\2267.npy,yes
../features\2268.npy,yes
../features\2269.npy,yes
../features\2270.npy,yes
../features\2271.npy,no
../features\2272.npy,no
../features\2273.npy,no
../features\2274.npy,no
../features\2275.npy,no
../features\2276.npy,no
../features\2277.npy,no
../features\2278.npy,hello
../features\2279.npy,hello
../features\2280.npy,hello
../features\2281.npy,hello
../features\2282.npy,hello
../features\2283.npy,hello
../features\2284.npy,hello
../features\2285.npy,thank
../features\2286.npy,thank
../features\2287.npy,thank
../features\2288.npy,thank
../features\2289.npy,thank
../features\2290.npy,thank
../features\2291.npy,thank
../features\2292.npy,you
../features\2293.npy,you
../features\2294.npy,you
../features\2295.npy,you
../features\2296.npy,you
../features\2297.npy,you
../features\2298.npy,you
../features\2299.npy,please
../features\2300.npy,please
../features\2301.npy,please
../features\2302.npy,please
../features\2303.npy,please
../features\2304.npy,please
../features\2305.npy,please
../features\2306.npy,good
../features\2307.npy,good
../features\2308.npy,good
../features\2309.npy,good
../features\2310.npy,good
../features\2311.npy,good
../features\2312.npy,good
../features\2313.npy,morning
../features\2314.npy,morning
../features\2315.npy,morning
../features\2316.npy,morning
../features\2317.npy,morning
../features\2318.npy,morning
../features\2319.npy,morning
../features\2320.npy,yes
../features\2321.npy,yes
../features\2322.npy,yes
../features\2323.npy,yes
../features\2324.npy,yes
../features\2325.npy,yes
../features\2326.npy,yes
../features\2327.npy,no
../features\2328.npy,no
../features\2329.npy,no
../features\2330.npy,no
../features\2331.npy,no
../features\2332.npy,no
../features\2333.npy,no
../features\2334.npy,hello
../features\2335.npy,hello
../features\2336.npy,hello
../features\2337.npy,hello
../features\2338.npy,hello
../features\2339.npy,hello
../features\2340.npy,hello
../features\2341.npy,thank
../features\2342.npy,thank
../features\2343.npy,thank
../features\2344.npy,thank
../features\2345.npy,thank
../features\2346.npy,thank
../features\2347.npy,thank
../features\2348.npy,you
../features\2349.npy,you
../features\2350.npy,you
../features\2351.npy,you
../features\2352.npy,you
../features\2353.npy,you
../features\2354.npy,you
../features\2355.npy,please
../features\2356.npy,please
../features\2357.npy,please
../features\2358.npy,please
../features\2359.npy,please
../features\2360.npy,please
../features\2361.npy,please
../features\2362.npy,good
../features\2363.npy,good
../features\2364.npy,good
../features\2365.npy,good
../features\2366.npy,good
../features\2367.npy,good
../features\2368.npy,good
../features\2369.npy,morning
../features\2370.npy,morning
../features\2371.npy,morning
../features\2372.npy,morning
../features\2373.npy,morning
../features\2374.npy,morning
../features\2375.npy,morning
../features\2376.npy,yes
../features\2377.npy,yes
../features\2378.npy,yes
../features\2379.npy,yes
../features\2380.npy,yes
../features\2381.npy,yes
../features\2382.npy,yes
../features\2383.npy,no
../features\2384.npy,no
../features\2385.npy,no
../features\2386.npy,no
../features\2387.npy,no
../features\2388.npy,no
../features\2389.npy,no
../features\2390.npy,hello
../features\2391.npy,hello
../features\2392.npy,hello
../features\2393.npy,hello
../features\2394.npy,hello
../features\2395.npy,hello
../features\2396.npy,hello
../features\2397.npy,thank
../features\2398.npy,thank
../features\2399.npy,thank
../features\2400.npy,thank
../features\2401.npy,thank
../features\2402.npy,thank
../features\2403.npy,thank
../features\2404.npy,you
../features\2405.npy,you
../features\2406.npy,you
../features\2407.npy,you
../features\2408.npy,you
../features\2409.npy,you
../features\2410.npy,you
../features\2411.npy,please
../features\2412.npy,please
../features\2413.npy,please
../features\2414.npy,please
../features\2415.npy,please
../features\2416.npy,please
../features\2417.npy,please
../features\2418.npy,good
../features\2419.npy,good
../features\2420.npy,good
../features\2421.npy,good
../features\2422.npy,good
../features\2423.npy,good
../features\2424.npy,good
../features\2425.npy,morning
../features\2426.npy,morning
../features\2427.npy,morning
../features\2428.npy,morning
../features\2429.npy,morning
../features\2430.npy,morning
../features\2431.npy,morning
../features\2432.npy,yes
../features\2433.npy,yes
../features\2434.npy,yes
../features\2435.npy,yes
../features\2436.npy,yes
../features\2437.npy,yes
../features\2438.npy,yes
../features\2439.npy,no
../features\2440.npy,no
../features\2441.npy,no
../features\2442.npy,no
../features\2443.npy,no
../features\2444.npy,no
../features\2445.npy,no
../features\2446.npy,hello
../features\2447.npy,hello
../features\2448.npy,hello
../features\2449.npy,hello
../features\2450.npy,hello
../features\2451.npy,hello
../features\2452.npy,hello
../features\2453.npy,thank
../features\2454.npy,thank
../features\2455.npy,thank
../features\2456.npy,thank
../features\2457.npy,thank
../features\2458.npy,thank
../features\2459.npy,thank
../features\2460.npy,you
../features\2461.npy,you
../features\2462.npy,you
../features\2463.npy,you
../features\2464.npy,you
../features\2465.npy,you
../features\2466.npy,you
../features\2467.npy,please
../features\2468.npy,please
../features\2469.npy,please
../features\2470.npy,please
../features\2471.npy,please
../features\2472.npy,please
../features\2473.npy,please
../features\2474.npy,good
../features\2475.npy,good
../features\2476.npy,good
../features\2477.npy,good
../features\2478.npy,good
../features\2479.npy,good
../features\2480.npy,good
../features\2481.npy,morning
../features\2482.npy,morning
../features\2483.npy,morning
../features\2484.npy,morning
../features\2485.npy,morning
../features\2486.npy,morning
../features\2487.npy,morning
../features\2488.npy,yes
../features\2489.npy,yes
../features\2490.npy,yes
../features\2491.npy,yes
../features\2492.npy,yes
../features\2493.npy,yes
../features\2494.npy,yes
../features\2495.npy,no
../features\2496.npy,no
../features\2497.npy,no
../features\2498.npy,no
../features\2499.npy,no
../features\2500.npy,no
../features\2501.npy,no
../features\2502.npy,hello
../features\2503.npy,hello
../features\2504.npy,hello
../features\2505.npy,hello
../features\2506.npy,hello
../features\2507.npy,hello
../features\2508.npy,hello
../features\2509.npy,thank
../features\2510.npy,thank
../features\2511.npy,thank
../features\2512.npy,thank
../features\2513.npy,thank
../features\2514.npy,thank
../features\2515.npy,thank
../features\2516.npy,you
../features\2517.npy,you
